time,data
1,0.412785053
2,0.358301729
3,0.363564074
4,0.313436896
5,0.305514574
6,0.249979168
7,0.255130053
8,0.258210719
9,0.247571558
10,0.270802766
11,0.229825631
12,0.237001821
13,0.233401552
14,0.261875093
15,0.213942066
16,0.219203532
17,0.239741489
18,0.261915982
19,0.218526006
20,0.245792627
21,0.210571975
22,0.205154151
23,0.232590765
24,0.220598713
25,0.239873111
26,0.231002837
27,0.21236591
28,0.227272734
29,0.222663403
30,0.206156373
31,0.20183064
32,0.235184342
33,0.210006744
34,0.220185131
35,0.207455724
36,0.244054034
37,0.219095305
38,0.214202702
39,0.208587289
40,0.215878338
41,0.187633425
42,0.20607166
43,0.199322447
44,0.234405264
45,0.199020132
46,0.223032683
47,0.21940878
48,0.180653602
49,0.204319477
50,0.215368077
51,0.16707623
52,0.167630404
53,0.15813446
54,0.205484837
55,0.191460848
56,0.182482168
57,0.168827981
58,0.190254018
59,0.163387775
60,0.216037691
61,0.15826568
62,0.218112618
63,0.165217683
64,0.180204213
65,0.20375146
66,0.147855639
67,0.173586637
68,0.151790023
69,0.190171123
70,0.173853114
71,0.184396297
72,0.200476736
73,0.1743204
74,0.165807188
75,0.188159451
76,0.171197265
77,0.168636978
78,0.167444214
79,0.176362664
80,0.183614612
81,0.13946417
82,0.162023723
83,0.151364058
84,0.154911354
85,0.162031725
86,0.172694609
87,0.151459992
88,0.170432717
89,0.154373139
90,0.173737094
91,0.141681284
92,0.181681573
93,0.163443044
94,0.130317315
95,0.158712804
96,0.178885028
97,0.145823881
98,0.178661138
99,0.14526695
100,0.155409053
101,0.147740185
102,0.156487763
103,0.159368321
104,0.145219624
105,0.135766447
106,0.134841651
107,0.157724202
108,0.126600146
109,0.131588876
110,0.12972489
111,0.111517534
112,0.144041359
113,0.149372369
114,0.13113068
115,0.130065024
116,0.132033229
117,0.120823354
118,0.106811561
119,0.119729832
120,0.131407797
121,0.113267183
122,0.123666331
123,0.145747423
124,0.123105451
125,0.123703577
126,0.108598068
127,0.096391723
128,0.108975083
129,0.132722467
130,0.147074103
131,0.100323856
132,0.101027943
133,0.10503234
134,0.09678334
135,0.093361646
136,0.122361571
137,0.093430839
138,0.099981457
139,0.113029294
140,0.092475638
141,0.102143988
142,0.111464955
143,0.103116632
144,0.110990807
145,0.108153872
146,0.104388088
147,0.093711883
148,0.108653903
149,0.092327744
150,0.096349664
151,0.096762314
152,0.09528894
153,0.092693359
154,0.090110831
155,0.108119622
156,0.078332663
157,0.105811946
158,0.092880726
159,0.080262378
160,0.076295994
161,0.092591934
162,0.084564395
163,0.098158598
164,0.066722885
165,0.061548714
166,0.06349469
167,0.071893975
168,0.082049504
169,0.094406657
170,0.066487081
171,0.081363484
172,0.076444104
173,0.098069176
174,0.080757029
175,0.083472475
176,0.072887868
177,0.080017678
178,0.07519342
179,0.076944068
180,0.083042182
181,0.078179255
182,0.069754742
183,0.066772237
184,0.074055687
185,0.066671833
186,0.063918918
187,0.08595483
188,0.07095284
189,0.068372294
190,0.077031985
191,0.06243813
192,0.081806362
193,0.063731469
194,0.060647212
195,0.082647346
196,0.061271142
197,0.062816158
198,0.062378563
199,0.06063493
200,0.050427623
201,0.070125893
202,0.054919422
203,0.067619003
204,0.057176825
205,0.059773378
206,0.058864329
207,0.055550151
208,0.074170142
209,0.069062829
210,0.061637595
211,0.054475397
212,0.055791702
213,0.055269845
214,0.060182411
215,0.064906545
216,0.067470148
217,0.055772059
218,0.063855052
219,0.061562877
220,0.051943332
221,0.052197449
222,0.052744705
223,0.060018569
224,0.049986251
225,0.050421935
226,0.050289281
227,0.041848052
228,0.061256185
229,0.046432123
230,0.051429451
231,0.054495346
232,0.051430233
233,0.045947902
234,0.038573232
235,0.04346516
236,0.061595708
237,0.0570549
238,0.057993453
239,0.050872255
240,0.059136327
241,0.053573277
242,0.043591149
243,0.051746573
244,0.053370476
245,0.0458184
246,0.052214146
247,0.04079172
248,0.056963384
249,0.061845146
250,0.044224478
251,0.054601762
252,0.051584426
253,0.048011024
254,0.048520137
255,0.037928399
256,0.040302817
257,0.04508426
258,0.046990983
259,0.047144786
260,0.045621846
261,0.050047569
262,0.04472905
263,0.03893593
264,0.051062766
265,0.039738074
266,0.052668024
267,0.041332237
268,0.048278034
269,0.055831373
270,0.048689485
271,0.048018023
272,0.051722575
273,0.039083827
274,0.053687837
275,0.051866014
276,0.04963851
277,0.042473413
278,0.040915024
279,0.057614893
280,0.049845498
281,0.050036989
282,0.03811691
283,0.045106098
284,0.041074108
285,0.052967817
286,0.047821634
287,0.047678582
288,0.045667749
289,0.048605982
290,0.044156261
291,0.037597395
292,0.044111885
293,0.03774754
294,0.048689187
295,0.044227395
296,0.0442339
297,0.044603437
298,0.039832149
299,0.038959518
300,0.050814688
301,0.033608105
302,0.046871729
303,0.037788279
304,0.044740118
305,0.053079441
306,0.039061751
307,0.037672028
308,0.047614057
309,0.046902824
310,0.047195312
311,0.050231602
312,0.041450717
313,0.043252677
314,0.046134431
315,0.046328235
316,0.034956515
317,0.035447057
318,0.041303802
319,0.037168249
320,0.034454145
321,0.039595064
322,0.042987134
323,0.041866347
324,0.040179979
325,0.034175649
326,0.040776078
327,0.034271702
328,0.041423175
329,0.033701304
330,0.037778541
331,0.042395033
332,0.029419906
333,0.04946167
334,0.035785429
